@RELATION OperacaoMarubozu

@ATTRIBUTE porcentagemOperacaoFinal REAL
@ATTRIBUTE precoEntrada REAL
@ATTRIBUTE precoPrimeiroAlvoFibonacci REAL
@ATTRIBUTE precoSegundoAlvoFibonacci REAL
@ATTRIBUTE precoStop REAL
@ATTRIBUTE precoTerceiroAlvoFibonacci REAL
@ATTRIBUTE primeiroAlvoAtingido {0,1}
@ATTRIBUTE segundoAlvoAtingido {0,1}
@ATTRIBUTE start {0,1}
@ATTRIBUTE terceiroAlvoAtingido {0,1}
@ATTRIBUTE pavioInferior {0,1,2}
@ATTRIBUTE pavioSuperior {0,1,2}
@ATTRIBUTE tipo {0,1}
@ATTRIBUTE variacaoPreco {0,1,2,3}
@ATTRIBUTE volumeAcimaMedia20 {0,1}

@DATA
3.33,46.01,46.88,47.44,44.55,48.32,1,1,1,1,1,1,1,0,1
13.39,59.9,64.49,67.34,52.43,71.94,1,1,1,1,0,0,1,1,1
1.79,42.01,44.27,45.68,38.31,47.95,1,0,1,0,0,1,1,1,1
4.91,60.64,58.93,57.87,63.43,56.16,1,1,1,1,0,0,0,0,1
4.88,26.59,27.37,27.85,25.29,28.65,0,0,1,0,0,0,1,0,1
1.22,12.74,12.27,11.98,13.53,11.5,1,0,1,0,2,0,0,0,1
1.06,24.51,25.29,25.79,23.2,26.58,1,0,1,0,0,0,1,0,1
10.34,23.25,21.87,21.02,25.51,19.63,1,1,1,1,2,0,0,0,1
6.79,24.81,25.77,26.38,23.2,27.35,1,1,1,1,2,1,1,0,1
4.13,14.23,13.74,13.44,15.04,12.94,1,1,1,0,1,0,0,0,1
0,15.61,17.03,17.92,13.27,19.35,0,0,0,0,2,0,1,3,1
7.42,43.35,40.68,39.03,47.69,36.35,1,1,1,0,1,0,0,0,1
14.63,13.72,12.57,11.86,15.61,10.7,1,1,1,1,2,0,0,0,1
5.35,51.12,48.85,47.45,54.82,45.17,1,1,1,0,2,2,0,0,1
0,18.56,19.73,20.46,16.63,21.64,0,0,0,0,1,0,1,2,1
0,14.91,15.48,15.85,13.94,16.43,0,0,0,0,2,0,1,0,1
10.89,18.81,17.56,16.79,20.86,15.53,0,0,1,0,1,0,0,3,1
0,27.72,26.51,25.76,29.71,24.54,0,0,0,0,2,0,0,0,1
0,47.15,44.73,43.22,51.1,40.8,0,0,0,0,2,0,0,0,1
0,16.9,15.49,14.62,19.21,13.2,0,0,0,0,0,0,0,0,1
8.83,27.06,25.62,24.71,29.45,23.26,0,0,1,0,2,0,0,1,1
7.19,10.7,11.16,11.45,9.93,11.92,0,0,1,0,0,0,1,0,1
9.13,19.49,18.41,17.74,21.27,16.65,0,0,1,0,0,1,0,0,1
1.81,66.29,69.9,72.14,60.41,75.76,1,0,1,0,0,0,1,0,1
7.77,51.35,53.94,55.56,47.11,58.16,1,1,1,0,0,1,1,0,1
3.86,20.05,20.49,20.77,19.29,21.22,1,1,1,1,0,0,1,0,1
5.79,17.57,18.23,18.65,16.45,19.33,1,1,1,0,0,0,1,0,1
7.31,16.41,17.19,17.68,15.11,18.47,1,1,1,0,0,1,1,0,1
6.45,12.59,13.26,13.69,11.46,14.37,1,1,1,0,1,2,1,0,1
8.47,11.29,11.91,12.3,10.24,12.94,1,1,1,0,2,1,1,1,1
0,20.52,19.85,19.44,21.63,18.76,0,0,0,0,0,0,0,0,1
5.43,20.81,21.47,21.9,19.68,22.57,0,0,1,0,2,2,1,0,1
5.33,22.86,23.65,24.15,21.54,24.95,1,1,1,0,0,0,1,0,1
4.68,13.58,13.05,12.73,14.45,12.19,1,1,1,0,2,1,0,0,1
6.8,73.36,76.22,77.99,68.69,80.87,1,1,1,1,1,0,1,0,1
7.11,27.54,26.36,25.63,29.5,24.43,0,0,1,0,2,0,0,0,1
4.88,14.34,13.76,13.39,15.31,12.81,1,1,1,0,0,2,0,0,1
1.68,53.37,56.06,57.73,49,60.42,1,0,1,0,2,2,1,0,1
1.46,47.26,49.34,50.64,43.85,52.73,1,0,1,0,0,0,1,0,1
5.27,10.81,11.13,11.35,10.24,11.68,0,0,1,0,1,0,1,0,1
5.01,38.12,39.29,40.01,36.21,41.19,0,0,1,0,0,0,1,0,1
4.2,24.5,25.11,25.49,23.47,26.12,0,0,1,0,1,2,1,0,1
1.13,19.12,19.77,20.18,18.02,20.85,1,0,1,0,1,1,1,0,1
2.91,12.44,12.14,11.95,12.95,11.65,1,1,1,0,0,0,0,0,1
4.22,13.01,13.32,13.53,12.46,13.85,0,0,1,0,0,0,1,0,1
0,30.53,31.95,32.84,28.18,34.28,0,0,0,0,2,2,1,0,1
4.85,10.51,10.8,10.99,10,11.29,0,0,1,0,0,1,1,0,1
1.52,10.49,10.01,9.71,11.29,9.22,1,0,1,0,0,0,0,0,1
4.51,35.21,34.24,33.65,36.8,32.67,0,0,1,0,2,0,0,0,1
2.23,11.05,10.31,9.85,12.28,9.1,1,0,1,0,2,1,0,0,1
6.73,21.08,20.22,19.69,22.5,18.82,0,0,1,0,1,1,0,0,1
4.27,20.89,21.47,21.84,19.9,22.44,1,1,1,0,2,2,1,0,1
1.74,21.41,22.53,23.22,19.56,24.36,1,0,1,0,0,0,1,1,1
4.23,17.25,17.67,17.93,16.52,18.37,0,0,1,0,0,0,1,0,1
4.54,62.79,64.65,65.81,59.74,67.68,1,1,1,0,2,1,1,0,1
1.52,42.05,40.12,38.93,45.19,36.99,1,0,1,0,0,2,0,0,1
1.27,16.71,17.35,17.75,15.63,18.41,1,0,1,0,0,1,1,0,1
9.05,38.54,40.67,42,35.05,44.14,0,0,1,0,0,2,1,1,1
6.75,17.47,18.17,18.62,16.29,19.33,0,0,1,0,0,0,1,0,1
4.91,21.47,22.07,22.45,20.45,23.06,1,1,1,1,1,0,1,0,1
5.6,14.45,14.91,15.2,13.68,15.67,1,1,1,1,0,0,1,0,1
6.48,31.57,32.74,33.47,29.63,34.65,1,1,1,1,1,2,1,0,1
9.53,41.51,39.24,37.84,45.21,35.56,1,1,1,1,2,2,0,0,1
16.12,36.01,39.33,41.4,30.59,44.73,1,1,1,1,2,1,1,1,1
1.72,67.07,63.6,61.45,72.71,57.98,1,0,1,0,2,0,0,0,1
5.99,19.79,20.56,21.05,18.5,21.83,1,1,1,0,0,0,1,0,1
11.21,14.44,13.46,12.84,16.06,11.86,0,0,1,0,2,0,0,0,1
13.79,15.7,16.94,17.71,13.68,18.95,1,1,1,1,0,2,1,2,1
2.91,17.81,19.37,20.35,15.24,21.92,1,0,1,0,2,2,1,1,1
3.53,25.01,27.66,29.32,20.66,31.98,1,0,1,0,1,0,1,1,1
5.6,25.97,26.8,27.32,24.59,28.16,1,1,1,1,1,0,1,0,1
5.38,19.76,20.45,20.89,18.59,21.59,1,1,1,0,0,1,1,0,1
5.52,15.87,15.37,15.06,16.71,14.55,1,1,1,1,1,0,0,0,1
11.3,33.78,31.44,29.98,37.6,27.64,0,0,1,0,1,2,0,0,1
1.86,18.22,19.24,19.89,16.52,20.92,1,0,1,0,1,0,1,0,1
5.55,39.29,37.48,36.35,42.25,34.54,1,1,1,0,2,0,0,0,1
0,44.99,43.15,42.01,48,40.16,0,0,0,0,0,0,0,0,1
6.81,23.77,24.74,25.36,22.15,26.34,0,0,1,0,0,0,1,0,1
7.57,11.79,12.37,12.74,10.8,13.34,1,1,1,0,1,2,1,0,1
10.45,43.1,46.03,47.85,38.32,50.79,1,1,1,0,1,0,1,2,1
16.29,22.15,19.94,18.57,25.76,16.35,0,0,1,0,0,2,0,0,1
10.35,16.73,17.72,18.33,15.09,19.34,1,1,1,1,0,1,1,0,1
8.54,30.2,31.67,32.6,27.77,34.08,1,1,1,1,2,0,1,1,1
2.1,11.41,12.13,12.59,10.2,13.32,1,0,1,0,0,0,1,0,1
1.48,24.65,25.75,26.44,22.83,27.55,1,0,1,0,1,2,1,0,1
5.87,52.12,53.88,54.96,49.26,56.73,1,1,1,1,0,0,1,0,1
6.07,50.34,48.47,47.31,53.4,45.43,0,0,1,0,0,0,0,0,1
1.91,33.1,31.2,30.03,36.19,28.12,1,0,1,0,0,2,0,0,1
7.54,37.61,39.45,40.6,34.59,42.45,1,1,1,0,1,0,1,0,1
1.19,28.07,29.08,29.72,26.38,30.74,1,0,1,0,0,0,1,0,1
1.61,13.01,13.64,14.05,11.94,14.69,1,0,1,0,2,0,1,2,1
1.4,19.71,20.54,21.07,18.31,21.91,1,0,1,0,0,1,1,0,1
9.96,31.57,33.37,34.48,28.61,36.3,1,1,1,1,2,0,1,0,1
13.51,12.84,13.83,14.45,11.2,15.45,1,1,1,1,1,2,1,1,1
0,41.01,41.98,42.6,39.39,43.58,0,0,0,0,1,0,1,0,1
3.41,31.01,31.61,32,29.99,32.61,1,1,1,1,1,0,1,1,1
4.7,41.44,42.71,43.49,39.37,44.77,1,1,1,0,2,2,1,0,1
18.7,29.26,32.39,34.34,24.15,37.48,1,1,1,1,1,0,1,2,1
2.71,32.26,34.89,36.51,27.99,39.15,1,0,1,0,1,0,1,1,1
0.99,12.7,13.08,13.31,12.07,13.7,1,0,1,0,1,2,1,0,1
0.97,37.15,38.24,38.93,35.34,40.03,1,0,1,0,2,2,1,0,1
5.75,18.97,19.68,20.13,17.77,20.85,1,1,1,0,1,1,1,1,1
7.36,38.83,40.69,41.85,35.78,43.72,1,1,1,0,0,0,1,0,1
5.27,21.99,22.68,23.12,20.83,23.82,0,0,1,0,0,2,1,0,1
6.33,12.78,13.25,13.55,11.97,14.04,0,0,1,0,2,1,1,1,1
1.24,23.77,24.66,25.22,22.29,26.12,1,0,1,0,0,2,1,0,1
6.05,14.2,14.69,14.99,13.37,15.5,1,1,1,1,1,1,1,1,1
4.98,15.76,16.27,16.6,14.89,17.12,1,1,1,0,1,1,1,0,1
3.24,23.31,23.8,24.11,22.47,24.61,1,1,1,0,0,0,1,0,1
4.47,29.46,30.21,30.68,28.2,31.45,1,1,1,1,2,0,1,0,1
2.12,11.45,12.18,12.63,10.25,13.37,1,0,1,0,1,1,1,0,1
0.81,22.5,23.05,23.4,21.56,23.97,1,0,1,0,2,1,1,0,1
4.6,24.05,24.68,25.08,22.99,25.72,1,1,1,1,1,2,1,2,1
1.69,27.01,28.38,29.24,24.75,30.62,1,0,1,0,1,1,1,0,1
0.81,39.46,40.43,41.05,37.84,42.03,1,0,1,0,1,0,1,0,1
0,25.34,26.2,26.74,23.9,27.62,0,0,0,0,2,2,1,0,1
0,42.46,44.47,45.72,39.17,47.74,0,0,0,0,2,2,1,0,1
1.06,32.37,33.4,34.03,30.68,35.07,1,0,1,0,2,1,1,0,1
0.76,35.26,36.07,36.59,33.9,37.41,1,0,1,0,2,0,1,0,1
1.76,19.59,18.55,17.91,21.3,16.86,1,0,1,0,1,0,0,0,1
7.64,44.99,42.88,41.58,48.43,39.46,0,0,1,0,0,1,0,0,1
1.3,41.99,40.35,39.34,44.66,37.69,1,0,1,0,0,1,0,0,1
12.13,22.01,23.74,24.83,19.16,26.57,1,1,1,0,0,0,1,1,1
1.16,17.16,16.56,16.19,18.16,15.58,1,0,1,0,2,1,0,1,1
8.57,17.15,16.26,15.71,18.62,14.81,0,0,1,0,2,1,0,0,1
6.18,20.96,21.8,22.34,19.54,23.19,1,1,1,0,1,1,1,0,1
5.7,19.2,19.91,20.36,18,21.08,1,1,1,0,2,0,1,1,1
0,50.9,53.09,54.45,47.32,56.65,0,0,0,0,1,0,1,0,1
9.14,10.06,10.6,10.95,9.14,11.5,0,0,1,0,0,1,1,1,1
3.88,43.65,42.68,42.07,45.25,41.1,1,1,1,1,1,2,0,0,1
5.55,21.05,21.75,22.18,19.88,22.9,0,0,1,0,2,0,1,0,1
6.64,35.23,33.8,32.92,37.57,31.48,0,0,1,0,0,1,0,0,1
5.77,42.44,43.94,44.87,39.99,46.38,0,0,1,0,2,2,1,0,1
7.69,22.35,23.38,24.03,20.63,25.07,0,0,1,0,0,2,1,1,1
4.78,12.34,12.68,12.9,11.75,13.25,0,0,1,0,1,2,1,0,1
5.4,43.26,44.78,45.72,40.79,47.24,1,1,1,0,1,2,1,0,1
1.38,19.44,20.25,20.75,18.09,21.58,1,0,1,0,2,2,1,0,1
3.62,39.47,40.4,40.99,37.92,41.93,1,1,1,0,1,1,1,0,1
6.67,21.26,22.11,22.65,19.84,23.51,0,0,1,0,1,0,1,0,1
7.19,44.2,42.38,41.25,47.18,39.42,1,1,1,1,2,2,0,0,1
0.87,18.71,19.2,19.52,17.86,20.02,1,0,1,0,1,2,1,0,1
0,27.48,28.19,28.65,26.27,29.37,0,0,0,0,1,2,1,1,1
1.28,13.2,13.71,14.03,12.36,14.54,1,0,1,0,1,0,1,0,0
0,44.16,45.79,46.8,41.5,48.44,0,0,0,0,1,0,1,0,1
6.64,15.99,15.38,15.01,17,14.39,1,1,1,1,0,2,0,0,1
9.5,53.61,50.69,48.88,58.36,45.96,1,1,1,1,0,1,0,0,1
5.4,18.88,18.27,17.89,19.9,17.27,0,0,1,0,2,0,0,0,1
11.8,18.81,20.15,21,16.59,22.35,0,0,1,0,0,0,1,0,1
1.94,40.57,42.94,44.42,36.69,46.8,1,0,1,0,1,1,1,0,1
5.65,22.96,23.7,24.16,21.72,24.92,1,1,1,1,1,0,1,0,1
1.55,42.71,44.7,45.94,39.45,47.94,1,0,1,0,1,1,1,0,1
1.81,21.8,22.99,23.74,19.83,24.94,1,0,1,0,2,1,1,0,1
7.54,44.29,46.46,47.82,40.73,50,1,1,1,0,2,2,1,0,1
6.55,34.01,32.16,31.02,37.03,29.16,1,1,1,0,1,1,0,0,1
6.3,30.14,31.29,32.01,28.24,33.17,0,0,1,0,0,1,1,0,1
5.12,10.54,10.86,11.06,10,11.39,0,0,1,0,0,0,1,0,1
7.44,48.9,51.12,52.51,45.26,54.74,0,0,1,0,1,0,1,0,1
6.28,10.74,11.12,11.37,10.08,11.76,1,1,1,1,0,0,1,0,1
0,44.55,46.88,48.33,40.73,50.68,0,0,0,0,2,2,1,1,1
0.7,20.66,21.1,21.37,19.91,21.83,1,0,1,0,0,2,1,0,1
1.45,21.6,22.54,23.14,20.02,24.09,1,0,1,0,2,0,1,0,1
4.64,13.26,12.75,12.43,14.12,11.91,1,1,1,0,1,1,0,0,1
5.13,75.94,78.17,79.57,72.28,81.81,1,1,1,1,0,0,1,0,1
6.28,32.08,33.39,34.2,29.93,35.52,1,1,1,0,1,0,1,0,1
0.98,96.53,93.67,91.89,101.21,89.02,1,0,1,0,2,0,0,0,1
8.67,35.44,37.2,38.3,32.57,40.06,1,1,1,1,1,0,1,0,1
4.29,10.91,11.17,11.35,10.44,11.62,1,1,1,1,1,0,1,0,1
7.8,20.88,21.86,22.48,19.25,23.47,0,0,1,0,0,1,1,0,1
1.76,18.11,19.07,19.68,16.5,20.65,1,0,1,0,2,2,1,0,1
5.78,22.31,23.08,23.57,21.02,24.35,0,0,1,0,1,2,1,0,1
0.86,43.3,44.43,45.14,41.43,46.28,1,0,1,0,0,2,1,0,1
3.95,92.57,90.33,88.94,96.23,86.69,0,0,1,0,1,2,0,0,1
3.31,79.88,81.39,82.34,77.39,83.86,1,1,1,1,0,0,1,0,1
3.65,50.05,48.53,47.6,52.53,46.07,1,1,1,0,1,2,0,0,1
5.78,40.76,42.29,43.25,38.24,44.79,1,1,1,0,0,1,1,0,1
3.5,19.2,18.64,18.3,20.13,17.73,1,1,1,0,0,0,0,0,1
9.47,21.21,22.42,23.18,19.2,24.41,0,0,1,0,2,0,1,1,1
5.02,36.8,37.93,38.63,34.95,39.77,0,0,1,0,2,0,1,0,1
10.16,19.29,20.41,21.11,17.43,22.24,1,1,1,1,0,0,1,0,1
0,56.46,58.57,59.89,53,62.01,0,0,0,0,0,1,1,0,1
9.92,16.92,18.01,18.7,15.11,19.8,1,1,1,0,0,0,1,2,1
6.62,17.36,16.67,16.24,18.51,15.54,0,0,1,0,2,0,0,0,1
0,18.29,17.05,16.27,20.35,15.02,0,0,0,0,1,2,0,0,1
6.42,18.99,18.29,17.86,20.15,17.15,1,1,1,1,0,0,0,0,1
7.7,34.27,32.66,31.66,36.91,30.04,0,0,1,0,2,2,0,0,1
0,16.09,15.29,14.8,17.41,13.99,0,0,0,0,1,1,0,0,1
1.52,28.01,29.29,30.09,25.9,31.38,1,0,1,0,1,2,1,0,1
1.06,93.81,96.82,98.69,88.89,101.71,1,0,1,0,1,1,1,0,1
7.42,11.98,12.5,12.84,11.09,13.37,0,0,1,0,2,0,1,0,1
5.27,19.11,18.27,17.76,20.49,16.91,1,1,1,0,1,0,0,0,1
0,11.74,11.49,11.34,12.17,11.08,0,0,0,0,1,1,0,0,1
3.77,49,47.47,46.51,51.51,44.98,1,1,1,0,0,0,0,0,1
1.56,17.66,16.83,16.31,19.06,15.46,1,0,1,0,1,0,0,1,1
4.28,18.38,17.93,17.65,19.14,17.19,1,1,1,1,2,1,0,0,1
1.22,32.89,34.1,34.87,30.88,36.09,1,0,1,0,1,0,1,0,1
3.4,96.41,98.29,99.46,93.33,101.35,1,1,1,1,0,0,1,0,1
4.64,29.52,28.71,28.2,30.89,27.37,0,0,1,0,1,1,0,0,1
3.73,45.3,46.32,46.96,43.61,47.99,0,0,1,0,2,0,1,0,1
4.66,60.19,61.92,62.98,57.38,64.72,0,0,1,0,1,2,1,0,1
3.77,27.27,26.67,26.29,28.3,25.67,0,0,1,0,0,0,0,0,1
8.19,27.81,26.43,25.58,30.09,24.18,0,0,1,0,2,1,0,0,1
6.62,11.49,11.92,12.2,10.75,12.64,1,1,1,1,0,2,1,0,1
1.21,34.1,35.34,36.12,32.05,37.37,1,0,1,0,1,2,1,0,1
5.93,53.01,55.06,56.34,49.65,58.4,1,1,1,0,0,0,1,0,1
6.98,14.6,15.2,15.59,13.58,16.2,0,0,1,0,1,0,1,0,1
1.14,37.3,38.58,39.37,35.19,40.67,1,0,1,0,0,0,1,0,1
3.53,32.26,33,33.47,31.04,34.21,1,1,1,0,1,2,1,0,1
0.78,58.8,60.19,61.07,56.5,62.47,1,0,1,0,1,0,1,0,1
3.57,18.95,19.39,19.67,18.2,20.12,1,1,1,0,0,1,1,1,1
3.49,11.89,12.12,12.28,11.47,12.52,1,1,1,1,0,0,1,0,1
0,10.99,11.47,11.78,10.17,12.27,0,0,0,0,0,0,1,0,1
1.49,13.83,13.21,12.83,14.86,12.2,1,0,1,0,1,0,0,0,1
1.83,14.92,15.74,16.25,13.55,17.09,1,0,1,0,0,1,1,0,1
6.8,16.53,17.26,17.72,15.3,18.47,1,1,1,0,0,2,1,0,1
0.59,50.04,50.94,51.51,48.54,52.42,1,0,1,0,0,0,1,0,1
6.32,36.19,37.59,38.47,33.9,39.87,0,0,1,0,2,1,1,0,1
8.86,27.87,29.37,30.31,25.4,31.82,0,0,1,0,1,1,1,0,1
7.23,20.06,21,21.6,18.49,22.55,1,1,1,0,1,0,1,2,1
0.79,29.52,30.22,30.67,28.34,31.38,1,0,1,0,2,0,1,0,1
6.7,23.27,24.16,24.72,21.79,25.62,1,1,1,1,0,0,1,1,1
5.97,45.66,47.22,48.19,43.09,49.77,1,1,1,1,0,0,1,0,1
7.58,18.83,19.64,20.16,17.47,20.98,1,1,1,1,0,2,1,0,1
6.72,24.68,25.76,26.44,22.88,27.53,1,1,1,0,2,0,1,1,1
3.17,16.97,17.32,17.55,16.36,17.91,1,1,1,0,2,0,1,0,1
6.85,26.11,27.27,28,24.18,29.17,1,1,1,0,0,2,1,0,1
1.09,64.62,66.74,68.07,61.14,70.2,1,0,1,0,2,0,1,0,1
0.73,43.44,44.4,45.01,41.84,45.98,1,0,1,0,2,0,1,0,1
5.05,49.11,50.53,51.42,46.77,52.85,1,1,1,1,2,0,1,0,1
6.04,22.17,22.97,23.48,20.83,24.29,0,0,1,0,1,0,1,0,1
3.75,29.86,29.19,28.77,30.98,28.09,0,0,1,0,2,2,0,0,1
5.75,31.96,33.01,33.67,30.22,34.73,1,1,1,1,0,0,1,2,1
6.02,32.01,33.26,34.05,29.93,35.31,1,1,1,0,1,0,1,0,1
4.85,14.41,14.86,15.16,13.63,15.62,1,1,1,0,1,0,1,0,1
5.74,20.9,21.58,22.02,19.75,22.71,1,1,1,1,0,2,1,0,1
4.99,35.73,36.75,37.39,34.04,38.42,1,1,1,1,0,1,1,0,1
3.94,68.97,70.62,71.65,66.25,73.32,0,0,1,0,2,1,1,0,1
1.38,38.51,40.11,41.12,35.87,42.73,1,0,1,0,1,0,1,0,1
5.18,20.44,21.06,21.46,19.38,22.09,0,0,1,0,2,2,1,0,1
6.86,43.99,42.14,41,47.01,39.14,0,0,1,0,2,0,0,0,1
4.09,31.12,31.95,32.48,29.72,33.32,1,1,1,0,1,0,1,0,1
1.38,39.39,41.03,42.05,36.7,43.7,1,0,1,0,2,2,1,0,1
1.3,14.34,14.9,15.26,13.39,15.83,1,0,1,0,0,1,1,0,1
5.2,18.36,18.9,19.25,17.43,19.8,1,1,1,1,2,0,1,0,1
1.31,41.01,42.63,43.64,38.35,45.27,1,0,1,0,2,0,1,0,0
4.49,44.28,45.48,46.24,42.29,47.45,0,0,1,0,0,2,1,0,1
4.19,33.81,32.95,32.42,35.23,31.55,0,0,1,0,0,1,0,0,1
5.9,20.01,20.68,21.11,18.88,21.79,1,1,1,1,2,2,1,0,1
1.57,14.57,15.26,15.7,13.41,16.4,1,0,1,0,0,0,1,0,1
5.06,15.12,15.62,15.92,14.3,16.43,1,1,1,0,0,2,1,0,1
0.94,20.5,21.08,21.44,19.52,22.04,1,0,1,0,0,1,1,0,1
7.02,12.7,13.28,13.64,11.74,14.23,1,1,1,0,1,0,1,1,1
9.03,39.71,42.04,43.5,35.89,45.84,1,1,1,0,2,2,1,1,1
6.18,27.22,25.82,24.96,29.51,23.55,1,1,1,0,2,0,0,0,1
1.11,47.51,49.1,50.1,44.89,51.7,1,0,1,0,0,0,1,0,1
5.96,15.76,16.31,16.67,14.82,17.23,0,0,1,0,1,2,1,0,1
1.8,10.89,11.48,11.86,9.89,12.46,1,0,1,0,0,0,1,1,1
6.04,51.48,53.39,54.57,48.37,56.49,0,0,1,0,2,0,1,1,1
7.01,39.18,40.85,41.9,36.43,43.58,0,0,1,0,2,1,1,0,1
4.08,53.68,52.42,51.65,55.73,50.38,1,1,1,1,2,2,0,0,1
5.38,32.66,33.74,34.41,30.9,35.49,0,0,1,0,2,1,1,0,1
8.97,33.55,35.39,36.53,30.54,38.38,0,0,1,0,1,1,1,0,1
5.71,24.15,24.98,25.5,22.77,26.34,0,0,1,0,0,0,1,0,1
5.58,15.7,14.97,14.52,16.91,13.78,1,1,1,0,2,2,0,0,1
16.66,32.71,29.36,27.29,38.16,23.93,0,0,1,0,2,1,0,0,1
5.06,23.08,23.78,24.22,21.91,24.93,0,0,1,0,2,1,1,0,1
15.63,13.83,12.59,11.83,15.86,10.58,1,1,1,1,2,0,0,1,1
12.68,40.47,37.53,35.71,45.25,32.77,1,1,1,1,2,2,0,0,1
12.15,37.69,33.89,31.55,43.86,27.74,1,1,1,0,2,0,0,0,1
13.54,17.29,15.95,15.12,19.49,13.77,1,1,1,1,2,2,0,0,1
0,22.29,20.32,19.11,25.5,17.13,0,0,0,0,0,0,0,0,1
12.8,42,38.92,37.01,47.01,33.93,1,1,1,1,0,0,0,0,1
0,34.97,37.04,38.33,31.58,40.41,0,0,0,0,0,0,1,0,1
0,14.68,12.67,11.43,17.96,9.41,0,0,0,0,2,0,0,0,1
12.97,20.18,18.01,16.66,23.74,14.48,1,1,1,0,0,0,0,0,1
3.9,37,41.34,44.03,29.93,48.38,1,0,1,0,1,0,1,0,1
25.84,22.99,26.85,29.25,16.7,33.12,1,1,1,0,0,1,1,0,1
28.25,15.34,17.82,19.36,11.29,21.85,1,1,1,1,0,2,1,0,1
17.72,13.31,14.84,15.8,10.79,17.34,1,1,1,0,0,0,1,0,1
24.61,12.39,14.25,15.41,9.34,17.28,0,0,1,0,0,0,1,0,1
20.35,21.71,24.41,26.09,17.29,28.81,0,0,1,0,0,1,1,1,1
17.37,13.62,15.16,16.11,11.09,17.67,1,1,1,0,2,0,1,0,1
2.24,48.55,51.82,53.84,43.24,57.12,1,0,1,0,2,1,1,0,1
12.36,11.16,11.99,12.51,9.78,13.35,0,0,1,0,2,0,1,0,1
0,23.99,21.71,20.3,27.71,18.01,0,0,0,0,2,1,0,1,1
14.13,10.54,9.64,9.08,12.03,8.17,0,0,1,0,2,2,0,0,1
2.57,89.21,96.09,100.36,78.03,107.25,1,0,1,0,1,1,1,0,1
11.72,18.16,16.86,16.06,20.29,14.75,0,0,1,0,1,1,0,0,1
11.74,13.64,14.55,15.13,12.12,16.05,1,1,1,1,1,0,1,0,1
11.85,10.94,11.78,12.32,9.53,13.17,1,1,1,0,2,0,1,0,1
9.71,16.98,18.05,18.72,15.21,19.8,1,1,1,0,1,0,1,0,1
9.85,15.01,15.97,16.57,13.42,17.54,1,1,1,0,0,0,1,0,1
8.5,55.14,52.25,50.47,59.83,47.57,0,0,1,0,0,1,0,0,1
4.42,14.61,16.55,17.75,11.43,19.71,1,0,1,0,2,2,1,1,1
15.07,12.87,11.69,10.96,14.81,9.77,0,0,1,0,1,1,0,0,1
2.41,14.33,15.37,16.03,12.6,17.08,1,0,1,0,2,2,1,0,1
10.32,11.29,12.05,12.51,10.05,13.28,1,1,1,0,1,2,1,0,1
10.1,13.37,14.14,14.62,12.08,15.41,1,1,1,1,1,2,1,0,1
12.3,10.31,11.03,11.49,9.1,12.22,1,1,1,1,2,1,1,0,1
10.97,13.14,13.96,14.48,11.77,15.31,1,1,1,1,2,2,1,0,1
10.97,13.5,14.34,14.88,12.09,15.73,1,1,1,1,2,2,1,0,1
10,55.37,58.54,60.51,50.19,63.7,1,1,1,1,1,0,1,0,1
13.51,15.31,16.49,17.23,13.36,18.42,1,1,1,1,2,2,1,0,1
10.82,33.91,36.3,37.78,30.02,40.18,1,1,1,0,0,2,1,0,1
16.74,10.76,11.93,12.66,8.83,13.84,1,1,1,0,1,0,1,1,1
0,12.47,13.34,13.89,11.02,14.77,0,0,0,0,1,1,1,0,1
17.25,24,26.53,28.1,19.86,30.65,0,0,1,0,2,0,1,0,1
2.95,33.61,36.59,38.45,28.74,41.44,1,0,1,0,2,1,1,0,1
12.2,19.82,21.29,22.2,17.4,23.69,0,0,1,0,1,2,1,0,1
14.23,12.15,13.19,13.85,10.42,14.9,0,0,1,0,1,1,1,0,1
9.11,15.79,16.65,17.2,14.35,18.07,0,0,1,0,2,2,1,0,1
7.45,49.51,51.62,52.94,46.05,55.06,1,1,1,1,1,2,1,0,1
9.94,11.45,12.19,12.65,10.21,13.41,1,1,1,0,2,0,1,0,1
8.81,13.93,14.63,15.07,12.76,15.78,1,1,1,1,0,2,1,0,1
0,58.64,56.61,55.34,61.96,53.31,0,0,0,0,0,1,0,0,1
2.68,22.01,23.78,24.89,19.09,26.67,1,0,1,0,2,0,1,0,1
7.01,13.97,13.38,13.01,14.95,12.41,0,0,1,0,1,1,0,0,1
4.65,68.28,66.35,65.14,71.46,63.2,0,0,1,0,2,2,0,0,1
6.59,61.98,64.48,66.03,57.89,68.55,0,0,1,0,1,2,1,0,1
13.06,40.94,44.22,46.26,35.59,49.55,0,0,1,0,1,2,1,2,1
1.31,67.43,70.1,71.76,63.07,74.44,1,0,1,0,0,0,1,0,1
6.9,58.47,60.78,62.22,54.69,64.54,1,1,1,1,2,2,1,0,1
5.81,87.17,90.28,92.21,82.1,95.33,0,0,1,0,1,1,1,0,1
7,77.53,80.86,82.92,72.1,86.27,0,0,1,0,0,2,1,0,1
0.87,61.64,63.26,64.28,58.97,65.91,1,0,1,0,1,2,1,0,1
10.28,14.52,13.67,13.13,15.93,12.28,1,1,1,1,1,2,0,0,1
6.27,16.94,17.63,18.07,15.78,18.77,1,1,1,0,1,1,1,0,1
